Country Name,Country Code,Series Name,Series Code,2016 [YR2016]
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,42232.5742082948
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,1517.49550753102
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,17881.5266973956
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,48159.5347057227
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,9841.76405036101
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,35562.5675277478
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,4140.73763497611
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,748.301305931726
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,648.898936629656
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,4531.24352689057
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,734.802591238931
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2375.09632686503
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,43737.0419709205
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,12820.0881963053
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,60529.926756911
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,1717.47387802956
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,3570.28461476538
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,5219.10980489885
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,4609.60069352322
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,64100.4299522762
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,37180.8498115363
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,30668.9814289997
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4878.57579137263
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,38972.3406391468
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4087.9375167203
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,7714.84184376024
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1462.50511473103
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1587.05814505111
"Korea, Dem. People’s Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,27608.2474287116
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,3697.54802646389
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,27368.2866787596
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1120.66651300848
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2338.69215683656
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,14070.4226525952
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,8257.29439052664
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1039.70330251141
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,455.370741357005
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,5125.67528336766
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,14912.6865427932
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,100738.684223143
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,74017.1847105799
"Macedonia, FYR",MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,5163.25025319412
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,401.742265413689
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,300.307665115766
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,9508.237749643
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,9871.90691107088
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,779.944843827232
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,24770.8065738237
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3665.20747748087
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1101.90152921758
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,9681.61856689674
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,8443.69192417663
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3143.74910660682
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,1913.24036746174
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,3694.08255234637
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,7028.94013201519
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,2892.77556054736
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,382.069457028432
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1195.51537205875
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4560.70206009082
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,7821.29891769903
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,729.122251498504
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,45637.8867460287
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,..
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,40331.9591048227
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2143.92589272044
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,367.955985946299
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2175.67344162233
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,22572.3788234011
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,70890.0355687386
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,15102.3823053534
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1442.28584033183
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,14077.0962191322
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,14332.9724780057
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2461.94563625645
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,4077.74207115126
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,6031.36609086896
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2950.91390303711
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,12415.0432922899
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,19871.7189725955
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,30833.3724739617
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,59324.3387732773
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,9532.16717438481
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,8759.03611775209
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,711.195791311547
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4030.01314440882
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,47908.5614131786
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,1771.987941075
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,19982.0856314059
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,952.771536690708
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,5426.19827887247
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,15060.9909938975
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,480.793021078601
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,55243.1328757177
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,16529.5409667954
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,21650.2127554094
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2056.48993503982
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,471.61998778636
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,5280.01763276491
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,237.444118481
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,26616.757796551
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,3857.39636324977
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,16596.8265742987
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,9364.82152461143
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,..
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,6982.25655587275
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,2415.03816212562
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,5871.4420029876
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,51844.7612618627
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,79866.0318745681
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,795.843864367519
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,877.507612002733
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,5979.29354625548
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,1987.1248565044
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,576.95947851643
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,3748.64179374888
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,16352.1097313399
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3688.64637468078
Turkey,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,10862.7253802906
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,6389.33414279619
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,3295.72063488463
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,580.383533981828
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2185.72803066435
United Arab Emirates,ARE,GDP per capita (current US$),NY.GDP.PCAP.CD,38517.8003858029
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,40412.0336199885
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,57588.538070583
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,15298.3508918226
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2105.87090478917
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2913.96723179505
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Vietnam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,2170.64805431211
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,..
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,2949.68808537545
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,660.280884991302
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1262.98968188557
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,1029.07664856057
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 11/14/2018,,,,
